162,Modnation Racers,2010-06-06,6.00,6.00,0.00
188,Ratchet & Clank Future: A Crack in Time,2010-06-09,14.99,10.00,4.99
200,Skate 2,2010-06-09,12.00,12.00,0.00
34,Oddworld: Abes Exoddus (1998),2011-06-02,4.99,4.99,0.00
52,Theme Hospital,2011-06-02,4.99,4.99,0.00
139,inFamous,2011-06-12,8.99,8.99,0.00
206,Streets of Rage 2,2011-06-25,4.49,4.49,0.00
131,Final Fantasy XIII,2013-06-02,4.00,4.00,0.00
235,XCOM Enemy Unknown,2013-06-24,39.98,25.98,14.00
242,Football Manager Classic 2014,2014-06-01,39.99,39.99,0.00
146,Killer is Dead,2015-06-05,19.99,18.00,1.99
288,Back To The Future TTG,2017-06-01,12.98,12.98,0.00
404,Geometry Wars 3: Dimensions Evolved,2017-06-01,14.99,3.99,11.00
535,Poltergeist: A Pixelated Horror,2017-06-01,7.99,2.99,5.00
585,Slain: Back from Hell,2017-06-01,14.99,4.99,10.00
496,Micro Machines World Series,2017-06-22,39.99,26.99,13.00
332,Crash Bandicoot: N Sane Trilogy (2017),2017-06-29,39.99,39.99,0.00
286,Assault Android Cactus,2018-06-17,14.49,3.99,10.50
407,Ghostbusters,2018-06-24,29.99,7.99,22.00
420,Harvest Moon: A Wonderful Life,2018-06-24,14.99,4.99,10.00
515,Okami HD,2018-06-24,19.99,13.99,6.00
564,Rise Of The Tomb Raider,2018-06-24,29.99,14.99,15.00
655,This Is The Police,2018-06-24,19.99,2.99,17.00
702,WRC 6,2018-06-24,19.99,12.99,7.00
433,Horizon Zero Dawn,2019-06-07,34.98,27.98,7.00
304,Bloodborne,2019-06-07,34.99,18.24,16.75
774,Trackmania Turbo,2019-06-09,29.99,11.99,18.00
343,Dark Souls III,2019-06-17,49.99,11.99,38.00
333,Crash Team Racing: Nitro Fueled (2019),2019-06-21,59.99,59.99,0.00
556,Resident Evil Revelations,2019-06-22,19.99,7.49,12.50
558,Resident Evil Revelations 2,2019-06-22,19.99,7.49,12.50
706,Yomawari: Midnight Shadows,2020-06-10,29.99,14.99,15.00
672,Two Point Hospital,2020-06-24,56.98,37.58,19.40
870,No Man`s Sky,2021-06-02,49.99,24.99,25.00
911,The Pedestrian,2021-06-02,15.99,10.39,5.60
924,Watch_Dogs: Legion,2021-06-02,69.99,34.99,35.00
876,Ovivo,2021-06-04,6.99,2.79,4.20
896,Sir Lovelot,2021-06-04,9.99,6.99,3.00
860,Maquette,2021-06-04,17.99,14.39,3.60
808,Concept Destruction,2021-06-04,4.99,3.24,1.75
820,Evil Inside,2021-06-04,12.99,9.09,3.90
845,In Rays of the Light,2021-06-04,7.99,5.59,2.40
846,Infliction: Extended Cut,2021-06-04,17.99,8.99,9.00
855,Like a Dragon 7 (Yakuza 7),2021-06-09,89.99,53.99,36.00
611,Super Monkey Ball: Banana Blitz HD,2021-06-30,39.99,19.99,20.00
868,Nickelodeon All Stars Brawl,2022-06-08,49.99,0.00,49.99
802,Can`t Drive This,2022-06-08,24.99,16.24,8.75
906,Tchia,2023-06-03,29.99,17.49,12.50
866,NBA 2K23,2023-06-06,39.99,0.00,39.99
919,Trek to Yomi,2023-06-06,19.99,0.00,19.99
849,Jurassic World Evolution 2,2023-06-06,59.99,0.00,59.99
